6,7,8,21,21,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,8,9,9,9,9,9,9,6,6,6,6,6,6,6,6,6,21,21,21,21,21,21,21,53,54,55,57,50,51,52,53,54
6,7,8,36,36,21,21,21,21,21,21,21,21,21,21,21,21,21,6,6,6,6,6,6,6,6,6,21,21,21,21,21,21,21,21,21,36,36,36,36,36,6,6,68,69,57,57,65,66,67,68,69
6,6,6,6,21,36,36,36,6,6,6,7,8,9,36,36,36,36,21,6,7,8,9,9,21,21,21,36,36,36,36,36,36,36,36,36,36,82,81,82,81,82,81,83,57,72,72,80,81,82,83,84
21,21,21,21,36,36,36,36,21,21,6,6,7,8,9,9,9,7,8,9,9,9,53,54,1,2,3,36,36,21,21,21,36,37,38,39,39,82,96,97,96,97,36,36,72,87,87,46,47,46,47,48
36,36,36,36,36,37,38,39,36,36,21,6,6,7,8,9,24,9,8,9,24,24,68,69,16,17,18,6,7,8,9,9,9,9,9,9,8,9,111,112,111,112,6,6,87,102,102,46,47,46,47,48
-1,-1,-1,-1,-1,-1,-1,-1,36,37,36,21,6,6,7,8,9,24,9,9,39,39,83,84,9,39,24,9,9,9,9,24,24,9,24,24,9,9,24,9,-1,21,21,21,102,21,21,21,80,6,54,55
16,16,16,80,0,1,2,3,4,21,22,36,21,6,6,6,7,8,9,24,9,38,39,39,24,39,39,9,24,9,24,39,39,24,39,39,9,24,39,24,9,6,6,6,6,6,6,6,6,6,69,70
16,16,16,16,15,16,17,1,2,3,37,38,36,21,21,6,6,6,7,8,9,37,38,39,39,38,39,24,39,24,9,38,39,39,9,39,24,39,39,39,24,9,6,6,6,6,6,6,6,6,6,6
48,48,48,48,48,48,48,48,17,18,3,3,4,5,36,21,21,6,6,6,7,8,9,38,39,9,39,39,39,39,24,37,38,39,24,39,39,9,38,39,39,24,21,21,21,21,21,6,6,6,6,6
48,48,48,48,48,46,46,47,48,48,18,18,19,20,37,36,36,21,21,6,6,6,7,8,9,24,38,39,38,39,39,9,37,38,39,38,39,24,37,38,39,39,6,6,6,6,6,21,21,21,21,21
48,46,47,48,48,48,46,46,46,46,47,48,34,35,36,37,38,36,36,21,21,6,6,52,53,54,1,2,3,38,39,24,37,38,39,37,38,39,36,37,38,39,9,21,7,8,9,10,11,12,13,14
46,47,48,48,63,63,48,48,46,47,48,48,49,50,22,36,37,38,39,36,36,21,21,67,68,69,16,17,18,38,39,39,37,38,39,37,38,39,36,37,38,39,24,36,22,23,24,25,26,27,28,29
46,47,48,63,78,78,63,63,48,48,48,63,63,65,22,36,37,38,39,39,24,36,36,82,83,84,31,8,9,37,38,39,37,38,39,37,38,39,36,37,38,39,9,6,37,38,39,40,41,42,43,44
46,47,48,78,93,93,78,78,63,63,63,78,50,80,22,37,36,37,38,39,39,-1,-1,97,98,99,7,8,9,37,38,39,36,36,36,37,38,39,36,37,38,39,24,21,52,53,54,55,56,57,58,59
46,47,48,46,47,48,48,48,78,78,78,93,-1,48,50,37,37,36,37,38,39,-1,65,6,6,7,8,9,6,6,6,7,8,9,7,8,6,21,36,37,38,39,39,36,67,68,69,70,71,72,73,74
46,46,47,61,62,63,63,48,48,48,93,-1,-1,48,50,37,37,52,53,54,55,18,80,21,6,6,6,6,21,6,7,8,9,9,6,6,21,36,37,38,39,38,39,7,82,83,84,85,86,87,88,89
46,47,48,76,77,78,78,63,63,48,-1,-1,65,48,65,68,19,19,19,83,70,33,65,36,21,21,21,21,52,53,54,19,20,24,21,21,36,36,37,38,39,38,68,69,97,98,99,100,101,102,103,104
46,46,46,91,92,93,93,78,78,63,48,48,80,48,80,83,34,34,34,84,85,48,80,81,52,36,36,52,67,68,69,64,65,66,36,36,36,37,38,39,37,38,83,84,112,113,114,115,116,117,118,119
61,61,46,61,91,92,93,93,93,78,63,63,95,96,97,98,99,95,96,97,98,99,100,101,102,65,7,67,82,83,84,79,80,81,36,36,21,21,36,36,68,69,85,86,87,101,101,101,101,102,103,104
76,76,61,76,76,76,91,92,93,93,78,78,95,96,97,98,99,110,111,112,113,114,115,116,117,80,7,82,97,98,99,9,9,38,39,36,36,36,37,38,83,84,100,101,102,101,102,103,104,104,104,104
91,91,76,91,91,91,91,91,92,93,93,93,110,111,112,113,114,115,116,117,-1,-1,-1,-1,-1,21,22,23,24,39,39,24,9,37,38,39,39,39,24,24,24,24,24,24,24,116,117,118,119,119,119,119
